requestID,userID,datetime,locationID,chargingLen,originLocationID,originHour
10535,518009,2018-07-06 03:00:00,50349,1.0,50911,23
10687,607263,2018-07-06 02:00:00,50909,2.0,50911,4
10682,607289,2018-07-06 01:00:00,50266,3.0,50269,5
10619,607263,2018-07-06 02:00:00,50675,2.0,50911,14
10332,607263,2018-07-06 02:00:00,50338,2.0,50349,2
10573,604620H,2018-07-06 02:00:00,50268,1.0,50349,19
10549,607289,2018-07-06 01:00:00,50911,2.0,50349,21
10671,607263,2018-07-06 02:00:00,50841,1.0,50911,9
10697,605931,2018-07-06 01:00:00,50269,2.0,50911,1
10345,605931,2018-07-06 01:00:00,50263,2.0,50911,23
10521,604620H,2018-07-06 02:00:00,50349,1.0,50349,2
10216,605931,2018-07-06 01:00:00,50909,2.0,50349,15
10337,605931,2018-07-06 01:00:00,50266,2.0,50349,1
10689,605931,2018-07-06 01:00:00,50675,1.0,50911,3
10514,607856,2018-07-06 00:00:00,50338,2.0,50349,2
10657,602806,2018-07-06 00:00:00,50268,1.0,50911,10
