requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness,cp_value,threshold
10600,605073H,2018-07-06 16:00:00,50911,2.0,-1.0,0,50911,16,0.0,0.0,0.0,0.0
10576,605079H,2018-07-06 08:00:00,50840,2.0,0.8151716360042488,10,50911,19,0.0,0.07585818002124355,0.7410651236402261,0.039443788838915264
10595,604895H,2018-07-06 08:00:00,50261,1.0,0.8094851746355134,8,50911,17,0.0,0.04742587317756678,0.8994279718172371,0.10571792132918911
10591,520263,2018-07-06 17:00:00,50909,1.0,-1.0,0,50909,17,0.0,0.0,0.0,0.0
10590,604760H,2018-07-06 08:00:00,50268,2.0,0.807465377468826,7,50240,17,0.0,0.03732688734412946,1.0093317218360325,0.17225928052668288
10587,605073H,2018-07-06 08:00:00,50841,1.0,0.8058624461502714,6,50911,17,0.0,0.02931223075135632,1.1512320659289592,0.16860355755435744
10585,602821,2018-07-06 08:00:00,50230,2.0,0.7673837966957507,10,50349,18,0.24555060499636683,0.7985915778937941,0.6976216333597733,0.09693269010893693
10582,603548,2018-07-06 08:00:00,50338,2.0,0.7601358680652035,10,50692,18,0.25291005518102055,0.8048438579099922,0.6910326073320031,0.09601716228192043
10573,604620H,2018-07-06 08:00:00,50240,1.0,0.7535168380105883,10,50349,19,0.2560517215456853,0.8074317581001278,0.6850153072823529,0.0413220858772155
10552,603522H,2018-07-06 08:00:00,50909,2.0,0.7246796754120804,8,50911,21,0.11887241029031491,0.4992120747257612,0.805199639346756,0.11509618374191867
10565,605079H,2018-07-06 08:00:00,51200,1.0,0.7226263141969855,6,50692,20,0.1958216513768166,0.5218319176519893,1.0323233059956938,0.14934277160071036
10559,604903H,2018-07-06 08:00:00,50267,1.0,0.7942599308616761,7,50266,21,0.8026874824905521,0.9590337062138733,0.9928249135770951,0.10450788563969422
10557,518009,2018-07-06 08:00:00,51199,2.0,0.673773441115511,4,50911,21,0.14254973587208192,0.31125207917428027,1.347546882231022,0.19176628708672233
10551,604832H,2018-07-06 08:00:00,50349,1.0,0.6983991490441037,2,50267,21,0.346304160737226,0.4662203593033942,2.327997163480346,0.1265848457642438
10549,607289,2018-07-06 08:00:00,50841,2.0,0.6763855245568933,3,50349,21,0.0,0.014063627043245475,1.6909638113922332,0.27900902887971846
10535,518009,2018-07-06 08:00:00,50268,1.0,0.6152541384004454,4,50911,23,0.0,0.01798620996209156,1.2305082768008908,0.24610165536017817
10534,603912,2018-07-06 08:00:00,50841,2.0,0.554414411375194,2,50911,23,0.0,0.01098694263059318,1.8480480379173134,0.365913511507628
10603,603990,2018-07-06 09:00:00,50240,1.0,0.5155496273210993,7,50911,16,0.14681959535254724,0.4975584121969547,0.6444370341513741,0.0434147054586189
10568,603522H,2018-07-06 20:00:00,50911,3.0,-1.0,0,50911,20,0.0,0.0,0.0,0.0
10604,603904,2018-07-06 21:00:00,50911,2.0,-1.0,0,50911,15,0.0,0.0,0.0,0.0
10687,607263,2018-07-06 09:00:00,50267,2.0,0.5532220662614996,5,50911,4,0.19896261439965593,0.4643628604576348,0.9220367771024994,0.0433777524454674
10610,600963,2018-07-06 09:00:00,50269,3.0,0.5624766064160286,5,50911,15,0.1414594854339482,0.3651175476088197,0.9374610106933811,0.08933451984254573
10700,605432,2018-07-06 09:00:00,51198,3.0,0.5875424741209871,5,50911,0,0.13095238752492117,0.34466714891207206,0.979237456868312,0.0336391051325247
10606,519392,2018-07-06 09:00:00,50261,2.0,0.6475983504062497,4,50675,15,0.12504042052715336,0.2797825187340528,1.2951967008124994,0.058119575834491816
10689,605931,2018-07-06 09:00:00,51087,1.0,0.659788113984864,8,50911,3,0.1361024477909839,0.5379154992429411,0.7330979044276267,0.02368099354809584
10688,604738H,2018-07-06 09:00:00,51200,2.0,0.7388502346545677,3,50268,3,0.5684722317106776,0.7360659784450797,1.8471255866364191,0.12925098104242422
10682,607289,2018-07-06 10:00:00,50840,3.0,0.5054877571801115,10,50269,5,0.0,0.07585818002124355,0.45953432470919225,0.017105494537116413
10672,604771H,2018-07-06 09:00:00,50268,2.0,0.5696091822252012,2,50240,9,0.8201037991037933,0.8825757207405232,1.898697274084004,0.1564296657145135
10671,607263,2018-07-06 09:00:00,50349,1.0,0.6085646210174336,2,50911,9,0.11882810062393116,0.18189295887132814,2.0285487367247788,0.06042766345669443
10669,602821,2018-07-06 10:00:00,50266,1.0,0.49083519223482214,10,50349,9,0.22842710593392795,0.782923641609047,0.44621381112256553,0.014605626620646094
10666,600963,2018-07-06 10:00:00,50692,2.0,0.47665198682311943,10,51087,9,0.12041050944218461,0.6251466797059557,0.4333199880210176,0.012023713712560172
10697,605931,2018-07-06 01:00:00,50911,2.0,-1.0,0,50911,1,0.0,0.0,0.0,0.0
10657,602806,2018-07-06 10:00:00,50338,1.0,0.5169371708469,4,50911,10,0.20782416845643836,0.41627327076203263,1.0338743416938,0.05691666877769505
10662,607083,2018-07-06 20:00:00,50349,3.0,-1.0,0,50349,10,0.0,0.0,0.0,0.0
10624,604748H,2018-07-06 13:00:00,51087,3.0,-1.0,0,51087,13,0.0,0.0,0.0,0.0
10627,605432,2018-07-06 10:00:00,50263,2.0,0.5480877281730498,6,50911,13,0.13138584675530499,0.40401569052759423,0.7829824688186426,0.014202825852996813
10637,604832H,2018-07-06 10:00:00,50230,1.0,0.6236866766409647,5,50267,13,0.37235325481290316,0.6743366994144738,1.0394777944016078,0.07739555585933605
10619,607263,2018-07-06 10:00:00,51199,2.0,0.5863920750268794,3,50911,14,0.15397351314251,0.27812726237331775,1.4659801875671985,0.11628896167920558
10646,606363,2018-07-06 11:00:00,50909,3.0,-1.0,0,50909,11,0.0,0.0,0.0,0.0
10647,601555,2018-07-06 14:00:00,50911,1.0,-1.0,0,50911,11,0.0,0.0,0.0,0.0
10652,601555,2018-07-06 22:00:00,50911,2.0,-1.0,0,50911,10,0.0,0.0,0.0,0.0
10362,604903H,2018-07-06 22:00:00,50266,2.0,-1.0,0,50266,21,0.0,0.0,0.0,0.0
10404,604760H,2018-07-06 10:00:00,50841,3.0,0.6324011883262473,1,50240,16,0.15544649856119244,0.19115750655745575,3.1620059416312363,0.5080181671407186
10402,605079H,2018-07-06 10:00:00,50841,2.0,0.5358380008414603,1,50692,16,0.14452088696098522,0.17825168722745652,2.6791900042073014,0.1467124264334741
10394,603522H,2018-07-06 09:00:00,50841,2.0,0.46898963273684696,1,50911,17,0.08334584163565173,0.10454339257349328,2.3449481636842346,-0.40857853529130517
10379,519392,2018-07-06 22:00:00,50911,2.0,-1.0,0,50911,19,0.0,0.0,0.0,0.0
10369,520263,2018-07-06 10:00:00,50268,1.0,0.4507539343874062,1,50909,20,0.2996047677604417,0.35453117555746905,2.2537696719370306,0.2879951411481709
10406,604760H,2018-07-06 19:00:00,50240,3.0,-1.0,0,50240,16,0.0,0.0,0.0,0.0
10359,603522H,2018-07-06 10:00:00,50261,1.0,0.3978622340782016,2,50911,21,0.15977847851605506,0.23868959446097324,1.3262074469273386,0.034242498008731206
10354,604832H,2018-07-06 21:00:00,50267,2.0,-1.0,0,50267,21,0.0,0.0,0.0,0.0
10356,604773H,2018-07-06 21:00:00,50841,2.0,-1.0,0,50841,21,0.0,0.0,0.0,0.0
10355,603548,2018-07-06 19:00:00,50675,2.0,0.3864517385501624,10,50692,21,0.0,0.07585818002124355,0.35131976231832945,0.006331716305408015
10350,601535,2018-07-06 10:00:00,51200,2.0,0.4007045995408459,2,50692,22,0.2441469612245081,0.34749316464769436,1.3356819984694865,0.05932129727289736
10349,601535,2018-07-06 12:00:00,50675,1.0,0.3864426571965208,10,50692,22,0.2411041130059149,0.7946790972902936,0.35131150654229165,0.01060912767775632
10346,603912,2018-07-06 00:00:00,50692,3.0,-1.0,0,50692,23,0.0,0.0,0.0,0.0
10345,605931,2018-07-06 12:00:00,50266,2.0,0.3830781361517566,8,50911,23,0.16922276937060415,0.6008131353987535,0.4256423735019518,0.01394148827802272
10414,603990,2018-07-06 12:00:00,50261,2.0,0.39919832806832395,2,50911,16,0.18299667720405788,0.26969409352352763,1.3306610935610799,0.10696225288442969
10358,604900H,2018-07-06 12:00:00,51198,2.0,0.47072124328447895,4,50266,21,0.6377343570136442,0.8271474514251621,0.9414424865689579,0.028605208764622376
10416,603522H,2018-07-06 12:00:00,50269,2.0,0.4496828296514617,3,50911,15,0.13836752288728713,0.25371130976783735,1.1242070741286543,0.03809957607731342
10497,605084H,2018-07-06 05:00:00,50911,1.0,-1.0,0,50911,5,0.0,0.0,0.0,0.0
10425,605079H,2018-07-06 15:00:00,50692,1.0,-1.0,0,50692,15,0.0,0.0,0.0,0.0
10417,603912,2018-07-06 12:00:00,50267,2.0,0.4662760733368369,3,50692,15,0.15987299331689755,0.28716902097102176,1.1656901833420923,0.06640167604209975
10518,603548,2018-07-06 02:00:00,50692,4.0,-1.0,0,50692,2,0.0,0.0,0.0,0.0
10514,607856,2018-07-06 12:00:00,50230,2.0,0.4909784656707188,2,50349,2,0.10754346547804627,0.1657458203162119,1.6365948855690626,0.08069305291569752
10513,604738H,2018-07-06 12:00:00,50268,2.0,0.6214726265177597,1,50268,2,1.0,0.9947798743064417,3.1073631325887985,0.7261132444748091
