requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness,trend,cp_value,threshold
10600,605073H,2018-07-06 16:00:00,50911,2.0,-1.0,0,50911,16,0.0,0.0,0.0,0.0,0.0
10576,605079H,2018-07-06 17:00:00,50268,2.0,0.3035569404883175,8,50911,19,0.0,0.04742587317756678,1.0,0.33728548943146386,0.16846880477421144
10595,604895H,2018-07-06 20:00:00,50338,1.0,0.4047425873177567,8,50911,17,0.0,0.04742587317756678,1.0,0.44971398590861855,0.07832041208668274
10591,520263,2018-07-06 08:00:00,50840,1.0,0.8151716360042488,10,50909,17,0.0,0.07585818002124355,1.0,0.7410651236402261,0.029939945890279512
10590,604760H,2018-07-06 08:00:00,50268,2.0,0.8028127254086491,3,50240,17,0.0,0.014063627043245475,1.0,2.0070318135216225,0.2194341574790149
10587,605073H,2018-07-06 11:00:00,50268,1.0,0.22953600413253963,3,50911,17,0.1618116826193881,0.29011829465494704,0.7563504412593228,0.573840010331349,0.3887741648635648
10585,602821,2018-07-06 20:00:00,50349,2.0,-1.0,0,50349,18,0.0,0.0,0.0,0.0,0.0
10582,603548,2018-07-06 08:00:00,50841,2.0,0.8151716360042488,10,50692,18,0.0,0.07585818002124355,1.0,0.7410651236402261,0.08235200555915531
10573,604620H,2018-07-06 20:00:00,50349,1.0,-1.0,0,50349,19,0.0,0.0,0.0,0.0,0.0
10552,603522H,2018-07-06 08:00:00,50338,2.0,0.6737545556262619,6,50911,21,0.11892017564041703,0.3769073662201913,0.7479663529777796,0.962506508037517,0.15730175592093237
10565,605079H,2018-07-06 08:00:00,50261,1.0,0.8151716360042488,10,50692,20,0.0,0.07585818002124355,1.0,0.7410651236402261,0.04495114005537745
10559,604903H,2018-07-06 08:00:00,50909,1.0,0.8151825688603458,10,50266,21,0.5571100355157079,0.9387417234418918,0.7842927802149593,0.7410750626003143,0.04586738544552627
10557,518009,2018-07-06 08:00:00,50267,2.0,0.7495776799135364,10,50911,21,0.20055488601501775,0.7534634172946729,0.7486062455682523,0.6814342544668512,0.07069349725918256
10551,604832H,2018-07-06 08:00:00,51199,1.0,0.7933241624838036,10,50267,21,0.4264930200071495,0.9005925516710005,0.7665070651870043,0.721203784076185,0.07171691280326903
10549,607289,2018-07-06 17:00:00,50675,2.0,0.22533917510757942,7,50349,21,0.0,0.03732688734412946,1.0,0.28167396888447427,0.055038389034341516
10535,518009,2018-07-06 08:00:00,50240,1.0,0.7201874566062104,9,50911,23,0.15991892895133386,0.6436332301180706,0.7393260132282453,0.7201874566062104,0.04880555583811732
10534,603912,2018-07-06 06:00:00,50909,2.0,0.3368798856851929,9,50911,23,0.13220657794757482,0.5910752036739796,0.7607151500612497,0.3368798856851929,0.0861275528053944
10603,603990,2018-07-06 08:00:00,51200,1.0,0.7471818703898933,10,50911,16,0.13054836130948205,0.6465437220259305,0.7723414074808839,0.6792562458089938,0.04732727035364759
10568,603522H,2018-07-06 08:00:00,50268,3.0,0.6004480082753595,1,50911,20,0.0,0.008577485413711984,1.0,3.002240041376797,1.714265670789479
10604,603904,2018-07-06 08:00:00,50230,2.0,0.7556131838810408,10,50911,15,0.1904795274243178,0.7413702494520084,0.7591739174882989,0.6869210762554916,0.05347759481273995
10687,607263,2018-07-06 18:00:00,50267,2.0,0.3797177882755419,7,50911,4,0.20808440868815356,0.6019241795196912,0.7486620198102756,0.4746472353444274,0.17816646418555157
10610,600963,2018-07-06 08:00:00,50841,3.0,0.6763730876900521,5,50911,15,0.0,0.022977369910025615,1.0,1.1272884794834201,0.3180143689144862
10700,605432,2018-07-06 00:00:00,50911,3.0,-1.0,0,50911,0,0.0,0.0,0.0,0.0,0.0
10606,519392,2018-07-06 08:00:00,50349,2.0,0.7214748175264505,10,50675,15,0.1051540752785195,0.5887438894324223,0.7546575495499575,0.6558861977513186,0.08805135713756045
10689,605931,2018-07-06 18:00:00,50261,1.0,0.4348023465646579,10,50911,3,0.1417024356057892,0.6679168907298544,0.7683514065554634,0.39527486051332533,0.05858970475587415
10688,604738H,2018-07-06 12:00:00,50675,2.0,0.33059539825572015,5,50268,3,0.3694575724457029,0.6716054954796185,0.823119553771664,0.5509923304262003,0.05984519842921431
10682,607289,2018-07-06 08:00:00,50841,3.0,0.5538208651084533,0,50269,5,0.0,0.0066928509242848554,1.0,5.538208651084533,1.714265670789479
10672,604771H,2018-07-06 19:00:00,50240,2.0,-1.0,0,50240,9,0.0,0.0,0.0,0.0,0.0
10671,607263,2018-07-06 19:00:00,50263,1.0,0.47785923489904236,10,50911,9,0.0,0.07585818002124355,1.0,0.43441748627185667,0.025800868039448154
10669,602821,2018-07-06 19:00:00,50230,1.0,0.4965988127382204,10,50349,9,0.0,0.07585818002124355,1.0,0.45145346612565485,0.055203673051245565
10666,600963,2018-07-06 13:00:00,51087,2.0,-1.0,0,51087,9,0.0,0.0,0.0,0.0,0.0
10697,605931,2018-07-06 01:00:00,50911,2.0,-1.0,0,50911,1,0.0,0.0,0.0,0.0,0.0
10657,602806,2018-07-06 04:00:00,51087,1.0,0.1664680290997252,5,50911,10,0.0,0.022977369910025615,1.0,0.27744671516620867,0.04734858041514415
10662,607083,2018-07-06 19:00:00,51199,3.0,0.52104792850102,8,50349,10,0.0,0.04742587317756678,1.0,0.5789421427789111,0.06402427350265744
10624,604748H,2018-07-06 21:00:00,51087,3.0,-1.0,0,51087,13,0.0,0.0,0.0,0.0,0.0
10627,605432,2018-07-06 19:00:00,50675,2.0,0.5289001766510201,9,50911,13,0.0,0.060086650174007626,1.0,0.5289001766510201,0.049993428361781625
10637,604832H,2018-07-06 13:00:00,50267,1.0,-1.0,0,50267,13,0.0,0.0,0.0,0.0,0.0
10619,607263,2018-07-06 19:00:00,50338,2.0,0.5290566619551249,3,50911,14,0.0,0.014063627043245475,1.0,1.3226416548878122,0.22388791662042695
10646,606363,2018-07-06 19:00:00,50909,3.0,0.5201393913388243,1,50909,11,0.6945084241066883,0.7448406571299164,0.7513339043600151,2.600696956694121,0.09458912917159912
10647,601555,2018-07-06 10:00:00,50266,1.0,0.28941560421533835,1,50911,11,0.14252789229970636,0.1758891710814885,0.763051988214706,1.4470780210766916,0.021042184116037334
10652,601555,2018-07-06 14:00:00,50911,2.0,-1.0,0,50911,10,0.0,0.0,0.0,0.0,0.0
10362,604903H,2018-07-06 22:00:00,50266,2.0,-1.0,0,50266,21,0.0,0.0,0.0,0.0,0.0
