requestID,userID,datetime,locationID,chargingLen,score,incentive,originLocationID,originHour,personal,willingness,trend,cp_value,threshold
10600,605073H,2018-07-06 16:00:00,50911,2.0,-1,0,50911,16,0,0,0,0,0
10576,605079H,2018-07-06 19:00:00,50911,2.0,-1,0,50911,19,0,0,0,0,0
10595,604895H,2018-07-06 17:00:00,50911,1.0,-1,0,50911,17,0,0,0,0,0
10591,520263,2018-07-06 17:00:00,50909,1.0,-1,0,50909,17,0,0,0,0,0
10590,604760H,2018-07-06 17:00:00,50240,2.0,-1,0,50240,17,0,0,0,0,0
10587,605073H,2018-07-06 17:00:00,50911,1.0,-1,0,50911,17,0,0,0,0,0
10585,602821,2018-07-06 18:00:00,50349,2.0,-1,0,50349,18,0,0,0,0,0
10582,603548,2018-07-06 18:00:00,50692,2.0,-1,0,50692,18,0,0,0,0,0
10573,604620H,2018-07-06 19:00:00,50349,1.0,-1,0,50349,19,0,0,0,0,0
10552,603522H,2018-07-06 21:00:00,50911,2.0,-1,0,50911,21,0,0,0,0,0
10565,605079H,2018-07-06 20:00:00,50692,1.0,-1,0,50692,20,0,0,0,0,0
10559,604903H,2018-07-06 21:00:00,50266,1.0,-1,0,50266,21,0,0,0,0,0
10557,518009,2018-07-06 21:00:00,50911,2.0,-1,0,50911,21,0,0,0,0,0
10551,604832H,2018-07-06 21:00:00,50267,1.0,-1,0,50267,21,0,0,0,0,0
10549,607289,2018-07-06 21:00:00,50349,2.0,-1,0,50349,21,0,0,0,0,0
10535,518009,2018-07-06 23:00:00,50911,1.0,-1,0,50911,23,0,0,0,0,0
10534,603912,2018-07-06 23:00:00,50911,2.0,-1,0,50911,23,0,0,0,0,0
10603,603990,2018-07-06 16:00:00,50911,1.0,-1,0,50911,16,0,0,0,0,0
10568,603522H,2018-07-06 20:00:00,50911,3.0,-1,0,50911,20,0,0,0,0,0
10604,603904,2018-07-06 15:00:00,50911,2.0,-1,0,50911,15,0,0,0,0,0
10687,607263,2018-07-06 04:00:00,50911,2.0,-1,0,50911,4,0,0,0,0,0
10610,600963,2018-07-06 15:00:00,50911,3.0,-1,0,50911,15,0,0,0,0,0
10700,605432,2018-07-06 00:00:00,50911,3.0,-1,0,50911,0,0,0,0,0,0
10606,519392,2018-07-06 15:00:00,50675,2.0,-1,0,50675,15,0,0,0,0,0
10689,605931,2018-07-06 03:00:00,50911,1.0,-1,0,50911,3,0,0,0,0,0
10688,604738H,2018-07-06 03:00:00,50268,2.0,-1,0,50268,3,0,0,0,0,0
10682,607289,2018-07-06 05:00:00,50269,3.0,-1,0,50269,5,0,0,0,0,0
10672,604771H,2018-07-06 09:00:00,50240,2.0,-1,0,50240,9,0,0,0,0,0
10671,607263,2018-07-06 09:00:00,50911,1.0,-1,0,50911,9,0,0,0,0,0
10669,602821,2018-07-06 09:00:00,50349,1.0,-1,0,50349,9,0,0,0,0,0
10666,600963,2018-07-06 09:00:00,51087,2.0,-1,0,51087,9,0,0,0,0,0
10697,605931,2018-07-06 01:00:00,50911,2.0,-1,0,50911,1,0,0,0,0,0
10657,602806,2018-07-06 10:00:00,50911,1.0,-1,0,50911,10,0,0,0,0,0
10662,607083,2018-07-06 10:00:00,50349,3.0,-1,0,50349,10,0,0,0,0,0
10624,604748H,2018-07-06 13:00:00,51087,3.0,-1,0,51087,13,0,0,0,0,0
10627,605432,2018-07-06 13:00:00,50911,2.0,-1,0,50911,13,0,0,0,0,0
10637,604832H,2018-07-06 13:00:00,50267,1.0,-1,0,50267,13,0,0,0,0,0
10619,607263,2018-07-06 14:00:00,50911,2.0,-1,0,50911,14,0,0,0,0,0
10646,606363,2018-07-06 11:00:00,50909,3.0,-1,0,50909,11,0,0,0,0,0
10647,601555,2018-07-06 11:00:00,50911,1.0,-1,0,50911,11,0,0,0,0,0
10652,601555,2018-07-06 10:00:00,50911,2.0,-1,0,50911,10,0,0,0,0,0
10362,604903H,2018-07-06 21:00:00,50266,2.0,-1,0,50266,21,0,0,0,0,0
10404,604760H,2018-07-06 16:00:00,50240,3.0,-1,0,50240,16,0,0,0,0,0
10402,605079H,2018-07-06 16:00:00,50692,2.0,-1,0,50692,16,0,0,0,0,0
10394,603522H,2018-07-06 17:00:00,50911,2.0,-1,0,50911,17,0,0,0,0,0
10379,519392,2018-07-06 19:00:00,50911,2.0,-1,0,50911,19,0,0,0,0,0
10369,520263,2018-07-06 20:00:00,50909,1.0,-1,0,50909,20,0,0,0,0,0
10406,604760H,2018-07-06 16:00:00,50240,3.0,-1,0,50240,16,0,0,0,0,0
10359,603522H,2018-07-06 21:00:00,50911,1.0,-1,0,50911,21,0,0,0,0,0
10354,604832H,2018-07-06 21:00:00,50267,2.0,-1,0,50267,21,0,0,0,0,0
10356,604773H,2018-07-06 21:00:00,50841,2.0,-1,0,50841,21,0,0,0,0,0
10355,603548,2018-07-06 21:00:00,50692,2.0,-1,0,50692,21,0,0,0,0,0
10350,601535,2018-07-06 22:00:00,50692,2.0,-1,0,50692,22,0,0,0,0,0
10349,601535,2018-07-06 22:00:00,50692,1.0,-1,0,50692,22,0,0,0,0,0
10346,603912,2018-07-06 23:00:00,50692,3.0,-1,0,50692,23,0,0,0,0,0
10345,605931,2018-07-06 23:00:00,50911,2.0,-1,0,50911,23,0,0,0,0,0
10414,603990,2018-07-06 16:00:00,50911,2.0,-1,0,50911,16,0,0,0,0,0
